gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
HMGN3-AS1	6	79233674	3126	#73af42	HMGN3 antisense RNA 1	180	0	0	0		7290	10478	-3188
LRRC3	21	44455510	6686	#73af42	leucine rich repeat containing 3	180	0	0	0		7290	10478	-3188
LINC01621	6	79803583	8663	#73af42	long intergenic non-protein coding RNA 1621	180	0	0	0		7290	10478	-3188
DSCR9	21	37208503	13233	#73af42	Down syndrome critical region 9	180	0	0	0		7290	10478	-3188
LINC01526	6	81813286	906	#73af42	long intergenic non-protein coding RNA 1526	180	0	0	0		7290	10478	-3188
LINC02542	6	81843781	257984	#73af42	long intergenic non-protein coding RNA 2542	180	0	0	0		7290	10478	-3188
NUGGC	8	28021964	61972	#73af42	nuclear GTPase, germinal center associated	180	0	0	0		7290	10478	-3188
ING2	4	183505058	7371	#73af42	inhibitor of growth family member 2	180	0	0	0		7290	10478	-3188
EIF3F	11	7987337	14512	#73af42	eukaryotic translation initiation factor 3 subunit F	180	8	8	0		1620	2295	-675
LOC105377879	6	83709442	17053	#73af42	uncharacterized LOC105377879	180	0	0	0		7290	10478	-3188
CATSPERZ	11	64300358	4412	#73af42	catsper channel auxiliary subunit zeta	180	0	0	0		7290	10478	-3188
FAM210B	20	56358974	9688	#73af42	family with sequence similarity 210 member B	180	0	0	0		7290	10478	-3188
TBX18-AS1	6	84689458	20076	#73af42	TBX18 antisense RNA 1	180	0	0	0		7290	10478	-3188
LINC02535	6	85387219	17583	#73af42	long intergenic non-protein coding RNA 2535	180	0	0	0		7290	10478	-3188
OR2B6	6	27957241	941	#73af42	olfactory receptor family 2 subfamily B member 6	180	0	0	0		7290	10478	-3188
PITHD1	1	23778418	9814	#73af42	PITH domain containing 1	180	0	0	0		7290	10478	-3188
THRA1/BTR		48294347	13482	#73af42		180	0	0	0		-1	-1	-1
MIR433	14	100881886	92	#73af42	microRNA 433	180	7	7	0		4164	3746	418
MIR345	14	100307859	97	#73af42	microRNA 345	180	0	0	0		7290	10478	-3188
SNORD50B	6	85677589	70	#73af42	small nucleolar RNA, C/D box 50B	180	0	0	0		7290	10478	-3188
LINC01590	6	87397124	2617	#73af42	long intergenic non-protein coding RNA 1590	180	0	0	0		7290	10478	-3188
LOC101928911	6	87784860	126871	#73af42	uncharacterized LOC101928911	180	0	0	0		7290	10478	-3188
LOC101928936	6	88525924	13445	#73af42	uncharacterized LOC101928936	180	0	0	0		7290	10478	-3188
SPP2	2	234050702	26432	#73af42	secreted phosphoprotein 2	180	0	0	0		7290	10478	-3188
ANKRD6	6	89433152	200664	#73af42	ankyrin repeat domain 6	180	0	0	0		7290	10478	-3188
TBC1D13	9	128787207	23225	#73af42	TBC1 domain family member 13	180	0	0	0		7290	10478	-3188
LOC101929057	6	89638532	50949	#73af42	uncharacterized LOC101929057	180	0	0	0		7290	10478	-3188
PLPPR5	1	98890245	114616	#73af42	phospholipid phosphatase related 5	180	0	0	0		7290	10478	-3188
MIR4464	6	90312742	91	#73af42	microRNA 4464	180	0	0	0		7290	10478	-3188
MIR4643	6	91521660	77	#73af42	microRNA 4643	180	0	0	0		7290	10478	-3188
CASC6	6	91629040	61388	#73af42	cancer susceptibility 6	180	0	0	0		7290	10478	-3188
TSG1	6	93718303	28455	#73af42	tumor suppressor TSG1	180	0	0	0		7290	10478	-3188
MANEA-DT	6	95575172	2279	#73af42	MANEA divergent transcript	180	0	0	0		7290	10478	-3188
SSTR1	14	38207904	5163	#73af42	somatostatin receptor 1	180	0	0	0		7290	10478	-3188
SAP30L-AS1	5	154389769	56053	#73af42	SAP30L antisense RNA 1 (head to head)	180	0	0	0		7290	10478	-3188
MIR642B	19	45674932	76	#73af42	microRNA 642b	180	0	0	0		7290	10478	-3188
MIR676	X	70022857	66	#73af42	microRNA 676	180	0	0	0		7290	10478	-3188
LOC101927314	6	97305586	403331	#73af42	uncharacterized LOC101927314	180	0	0	0		7290	10478	-3188
MIR2113	6	98024531	88	#73af42	microRNA 2113	180	0	0	0		7290	10478	-3188
PNKY	6	98830141	1559	#73af42	long intergenic non-protein coding RNA PNKY	180	0	0	0		7290	10478	-3188
LOC101927365	6	99424871	6443	#73af42	uncharacterized LOC101927365	180	0	0	0		7290	10478	-3188
SEPTIN9-DT	17	77273784	8113	#73af42	SEPTIN9 divergent transcript	180	0	0	0		7290	10478	-3188
FIGNL2-DT	12	51848223	4506	#73af42	FIGNL2 divergent transcript	180	0	0	0		7290	10478	-3188
DHX33-DT	17	5469092	1268	#73af42	DHX33 divergent transcript	180	0	0	0		7290	10478	-3188
MCHR2-AS1	6	99994038	82381	#73af42	MCHR2 antisense RNA 1	180	0	0	0		7290	10478	-3188
PLXDC1	17	39063313	88324	#73af42	plexin domain containing 1	180	0	0	0		7290	10478	-3188
WDR97	8	144107739	10578	#73af42	WD repeat domain 97	180	0	0	0		7290	10478	-3188
RPL13AP20	12	12875477	659	#73af42	ribosomal protein L13a pseudogene 20	180	0	0	0		7290	10478	-3188
BVES-AS1	6	105137687	32257	#73af42	BVES antisense RNA 1	180	0	0	0		7290	10478	-3188
SERTM1	13	36674020	23818	#73af42	serine rich and transmembrane domain containing 1	180	0	0	0		7290	10478	-3188
KCNG3	2	42442017	51965	#73af42	potassium voltage-gated channel modifier subfamily G member 3	180	0	0	0		7290	10478	-3188
LOC105377924	6	106451496	5752	#73af42	uncharacterized LOC105377924	180	0	0	0		7290	10478	-3188
ERVV-2	19	53044740	6940	#73af42	endogenous retrovirus group V member 2, envelope	180	0	0	0		7290	10478	-3188
LINC02526	6	106695485	4509	#73af42	long intergenic non-protein coding RNA 2526	180	0	0	0		7290	10478	-3188
LINC02532	6	106746346	41195	#73af42	long intergenic non-protein coding RNA 2532	180	0	0	0		7290	10478	-3188
TRAT1	3	108822786	32219	#73af42	T cell receptor associated transmembrane adaptor 1	180	0	0	0		7290	10478	-3188
OSTM1-AS1	6	108123633	35762	#73af42	OSTM1 antisense RNA 1	180	0	0	0		7290	10478	-3188
LINC00222	6	108751654	18288	#73af42	long intergenic non-protein coding RNA 222	180	0	0	0		7290	10478	-3188
ARMC2-AS1	6	108908140	15963	#73af42	ARMC2 antisense RNA 1	180	0	0	0		7290	10478	-3188
ATXN3L	X	13318649	1750	#73af42	ataxin 3 like	180	0	0	0		7290	10478	-3188
CORT	1	10450031	1967	#73af42	cortistatin	180	0	0	0		7290	10478	-3188
SLURP2	8	142764338	5490	#73af42	secreted LY6/PLAUR domain containing 2	180	0	0	0		7290	10478	-3188
CCDC162P	6	109165831	189117	#73af42	coiled-coil domain containing 162, pseudogene	180	0	0	0		7290	10478	-3188
PPIL6	6	109390215	50413	#73af42	peptidylprolyl isomerase like 6	180	0	0	0		7290	10478	-3188
GPR6	6	109978311	2409	#73af42	G protein-coupled receptor 6	180	0	0	0		7290	10478	-3188
METTL24	6	110243895	114377	#73af42	methyltransferase like 24	180	0	0	0		7290	10478	-3188
VPREB3	22	23752743	1682	#73af42	V-set pre-B cell surrogate light chain 3	180	0	0	0		7290	10478	-3188
SNORA40C	6	110848546	127	#73af42	small nucleolar RNA, H/ACA box 40C	180	0	0	0		7290	10478	-3188
GSTM2P1	6	111046419	1135	#73af42	glutathione S-transferase mu 2 pseudogene 1	180	0	0	0		7290	10478	-3188
SNORD166	6	111113834	105	#73af42	small nucleolar RNA, C/D box 166	180	0	0	0		7290	10478	-3188
SNTA1	20	33407957	35806	#73af42	syntrophin alpha 1	180	0	0	0		7290	10478	-3188
TRAF3IP2-AS1	6	111483472	118822	#73af42	TRAF3IP2 antisense RNA 1	180	0	0	0		7290	10478	-3188
RCE1	11	66843441	3111	#73af42	Ras converting CAAX endopeptidase 1	180	0	0	0		7290	10478	-3188
LINC02527	6	111900305	9092	#73af42	long intergenic non-protein coding RNA 2527	180	0	0	0		7290	10478	-3188
CATSPER4	1	26190628	11914	#73af42	cation channel sperm associated 4	180	0	0	0		7290	10478	-3188
LOC110117498-PIK3R3		46040140	136348	#73af42		180	0	0	0		-1	-1	-1
LINC02518	6	113428540	4907	#73af42	long intergenic non-protein coding RNA 2518	180	0	0	0		7290	10478	-3188
LINC02541	6	113623535	26540	#73af42	long intergenic non-protein coding RNA 2541	180	0	0	0		7290	10478	-3188
HDAC2-AS2	6	113969701	371028	#73af42	HDAC2 and HS3ST5 antisense RNA 2	180	0	0	0		7290	10478	-3188
LINC02534	6	115633542	10293	#73af42	long intergenic non-protein coding RNA 2534	180	0	0	0		7290	10478	-3188
TPI1P3	6	116038731	1213	#73af42	triosephosphate isomerase 1 pseudogene 3	180	0	0	0		7290	10478	-3188
MIR513C	X	147189704	83	#73af42	microRNA 513c	180	0	0	0		7290	10478	-3188
LOC100287467	6	116367425	4294	#73af42	uncharacterized LOC100287467	180	0	0	0		7290	10478	-3188
MANEA	6	95577535	31917	#73af42	mannosidase endo-alpha	180	0	0	0		7290	10478	-3188
LOC101927919	6	117672813	2471	#73af42	uncharacterized LOC101927919	180	0	0	0		7290	10478	-3188
LOC105377967	6	118085903	9569	#73af42	uncharacterized LOC105377967	180	0	0	0		7290	10478	-3188
FBRS	16	30658431	12379	#73af42	fibrosin	180	0	0	0		7290	10478	-3188
BRD7P3	6	118501373	2460	#73af42	bromodomain containing 7 pseudogene 3	180	0	0	0		7290	10478	-3188
SELENOKP3	6	118782708	710	#73af42	selenoprotein K pseudogene 3	180	0	0	0		7290	10478	-3188
LOC285762	6	119452547	38755	#73af42	uncharacterized LOC285762	180	0	0	0		7290	10478	-3188
LOC105377975	6	119549808	295276	#73af42	uncharacterized LOC105377975	180	0	0	0		7290	10478	-3188
MIR3144	6	120015179	78	#73af42	microRNA 3144	180	0	0	0		7290	10478	-3188
PPP3R2	9	101591604	3365	#73af42	protein phosphatase 3 regulatory subunit B, beta	180	0	0	0		7290	10478	-3188
TRDN-AS1	6	123439604	32152	#73af42	TRDN antisense RNA 1	180	0	0	0		7290	10478	-3188
ZBED6	1	203797523	3549	#73af42	zinc finger BED-type containing 6	180	0	0	0		7290	10478	-3188
NKAIN2	6	123803865	1021775	#73af42	sodium/potassium transporting ATPase interacting 2	180	0	0	0		7290	10478	-3188
RNF217-AS1	6	124908246	54781	#73af42	RNF217 antisense RNA 1 (head to head)	180	0	0	0		7290	10478	-3188
LOC100126584	6	125182943	14874	#73af42	uncharacterized LOC100126584	180	0	0	0		7290	10478	-3188
LINC02523	6	125674353	45865	#73af42	long intergenic non-protein coding RNA 2523	180	0	0	0		7290	10478	-3188
ARMH4	14	58000765	151448	#73af42	armadillo like helical domain containing 4	180	0	0	0		7290	10478	-3188
NCOA7-AS1	6	125797861	20997	#73af42	NCOA7 antisense RNA 1	180	0	0	0		7290	10478	-3188
FRG2C	3	75664191	3026	#73af42	FSHD region gene 2 family member C	180	0	0	0		7290	10478	-3188
LOC101928140		377199	58425	#73af42		180	0	0	0		-1	-1	-1
CDRT4	17	15436015	31606	#73af42	CMT1A duplicated region transcript 4	180	0	0	0		7290	10478	-3188
GASK1A	3	42979311	78404	#73af42	golgi associated kinase 1A	180	0	0	0		7290	10478	-3188
MIR548H5	6	131792172	59	#73af42	microRNA 548h-5	180	0	0	0		7290	10478	-3188
MIR548AJ1	6	132115192	71	#73af42	microRNA 548aj-1	180	0	0	0		7290	10478	-3188
LINC01013	6	132133978	35396	#73af42	long intergenic non-protein coding RNA 1013	180	0	0	0		7290	10478	-3188
TAAR3P	6	132608225	1077	#73af42	trace amine associated receptor 3, pseudogene	180	0	0	0		7290	10478	-3188
SCPEP1	17	56978131	28637	#73af42	serine carboxypeptidase 1	180	0	0	0		7290	10478	-3188
RPS21	20	62387103	1417	#73af42	ribosomal protein S21	180	6	6	0		4574	6947	-2373
SNORD101	6	132815307	72	#73af42	small nucleolar RNA, C/D box 101	180	0	0	0		7290	10478	-3188
SNORD100	6	132816802	75	#73af42	small nucleolar RNA, C/D box 100	180	0	0	0		7290	10478	-3188
SNORA33	6	132817219	132	#73af42	small nucleolar RNA, H/ACA box 33	180	0	0	0		7290	10478	-3188
LINC00326	6	133088080	18498	#73af42	long intergenic non-protein coding RNA 326	180	0	0	0		7290	10478	-3188
TARID	6	133502252	386754	#73af42	TCF21 antisense RNA inducing promoter demethylation	180	0	0	0		7290	10478	-3188
LINC01312	6	133821147	32845	#73af42	long intergenic non-protein coding RNA 1312	180	0	0	0		7290	10478	-3188
HMGA1P7	6	134113971	3709	#73af42	high mobility group AT-hook 1 pseudogene 7	180	0	0	0		7290	10478	-3188
CT69	6	134429030	49867	#73af42	cancer/testis associated transcript 69	180	0	0	0		7290	10478	-3188
LINC01010	6	134438390	65630	#73af42	long intergenic non-protein coding RNA 1010	180	0	0	0		7290	10478	-3188
LOC101928304	6	134525318	14687	#73af42	uncharacterized LOC101928304	180	0	0	0		7290	10478	-3188
NKPD1	19	45149750	10400	#73af42	NTPase KAP family P-loop domain containing 1	180	0	0	0		7290	10478	-3188
MIR548A2	6	135239160	96	#73af42	microRNA 548a-2	180	0	0	0		7290	10478	-3188
WDR64	1	241652281	150496	#73af42	WD repeat domain 64	180	0	0	0		7290	10478	-3188
LINC00271	6	135497801	218254	#73af42	long intergenic non-protein coding RNA 271	180	0	0	0		7290	10478	-3188
LOC644135	6	136043852	28975	#73af42	uncharacterized LOC644135	180	0	0	0		7290	10478	-3188
ART3	4	76074695	38107	#73af42	ADP-ribosyltransferase 3 (inactive)	180	0	0	0		7290	10478	-3188
LOC101928429	6	136784047	2007	#73af42	uncharacterized LOC101928429	180	0	0	0		7290	10478	-3188
NHEG1	6	136982159	11072	#73af42	neuroblastoma highly expressed 1	180	0	0	0		7290	10478	-3188
LOC102723649	6	137665646	8908	#73af42	uncharacterized LOC102723649	180	0	0	0		7290	10478	-3188
LINC02539	6	137730171	8866	#73af42	long intergenic non-protein coding RNA 2539	180	0	0	0		7290	10478	-3188
GCSIR	2	230886546	17971	#73af42	GPR55 cis regulatory suppressor of immune response RNA	180	0	0	0		7290	10478	-3188
LINC02528	6	137943076	2724	#73af42	long intergenic non-protein coding RNA 2528	180	0	0	0		7290	10478	-3188
MIR3145	6	138435213	81	#73af42	microRNA 3145	180	0	0	0		7290	10478	-3188
FLJ46906	6	138691668	5620	#73af42	uncharacterized LOC441172	180	0	0	0		7290	10478	-3188
ECT2L	6	138796111	107959	#73af42	epithelial cell transforming 2 like	180	0	0	0		7290	10478	-3188
KRTAP5-10	11	71565563	1171	#73af42	keratin associated protein 5-10	180	0	0	0		7290	10478	-3188
HBD	-	5232838	1645	#73af42	hypophosphatemic bone disease	180	0	0	0		7290	10478	-3188
LINC01625	6	139468995	5601	#73af42	long intergenic non-protein coding RNA 1625	180	0	0	0		7290	10478	-3188
FILNC1	6	139854850	5621	#73af42	FOXO induced long non-coding RNA 1	180	0	0	0		7290	10478	-3188
LOC100507477	6	139976319	117402	#73af42	uncharacterized LOC100507477	180	0	0	0		7290	10478	-3188
LOC103352541	6	139978350	12911	#73af42	uncharacterized LOC103352541	180	0	0	0		7290	10478	-3188
MIR3668	6	140205252	74	#73af42	microRNA 3668	180	0	0	0		7290	10478	-3188
PI16	6	36954738	10099	#73af42	peptidase inhibitor 16	180	0	0	0		7290	10478	-3188
OR11L1	1	247840928	968	#73af42	olfactory receptor family 11 subfamily L member 1	180	0	0	0		7290	10478	-3188
CT66	7	69594804	2820	#73af42	cancer/testis associated transcript 66	180	0	0	0		7290	10478	-3188
PRPS1L1	7	18026771	1075	#73af42	phosphoribosyl pyrophosphate synthetase 1 like 1	180	0	0	0		7290	10478	-3188
SIX5	19	45764785	4467	#73af42	SIX homeobox 5	180	0	0	0		7290	10478	-3188
LOC153910	6	142526455	111434	#73af42	uncharacterized LOC153910	180	0	0	0		7290	10478	-3188
LINC01277	6	142966421	71161	#73af42	long intergenic non-protein coding RNA 1277	180	0	0	0		7290	10478	-3188
LOC105370980	15	93206066	1982	#73af42	putative uncharacterized protein UNQ9370/PRO34162	180	0	0	0		7290	10478	-3188
GOLGA6L7	15	28842094	6591	#73af42	golgin A6 family like 7	180	0	0	0		7290	10478	-3188
LOC114841037		42155406	8012	#73af42		180	0	0	0		-1	-1	-1
LOC100996349	19	22608016	485	#73af42	testis expressed 264, ER-phagy receptor	180	0	0	0		7290	10478	-3188
C2CD4D	1	151837863	2694	#73af42	C2 calcium dependent domain containing 4D	180	0	0	0		7290	10478	-3188
IMPACT	18	24426670	26860	#73af42	impact RWD domain protein	180	0	0	0		7290	10478	-3188
SNORA98	6	144405655	112	#73af42	small nucleolar RNA, H/ACA box 98	180	0	0	0		7290	10478	-3188
LOC100507557		145814876	71709	#73af42		180	0	0	0		-1	-1	-1
LOC101928661		146594516	4415	#73af42		180	0	0	0		-1	-1	-1
KATNBL1P6	6	146801669	2155	#73af42	katanin regulatory subunit B1 like 1 pseudogene 6	180	0	0	0		7290	10478	-3188
UST-AS1	6	148954261	10423	#73af42	UST antisense RNA 1	180	0	0	0		7290	10478	-3188
LOC105378047		149027229	5432	#73af42		180	0	0	0		-1	-1	-1
TAB2-AS1	6	149243283	14268	#73af42	TAB2 antisense RNA 1	180	0	0	0		7290	10478	-3188
RPS18P9	6	149593616	968	#73af42	ribosomal protein S18 pseudogene 9	180	0	0	0		7290	10478	-3188
LOC645967	6	149717621	1274	#73af42	uncharacterized LOC645967	180	0	0	0		7290	10478	-3188
RAET1E-AS1	6	149890103	29405	#73af42	RAET1E antisense RNA 1	180	0	0	0		7290	10478	-3188
LOC105378052	6	149934513	1806	#73af42	uncharacterized LOC105378052	180	0	0	0		7290	10478	-3188
RAET1K	6	149998019	7125	#73af42	retinoic acid early transcript 1K pseudogene	180	0	0	0		7290	10478	-3188
TMEM52B	12	10170599	21205	#73af42	transmembrane protein 52B	180	0	0	0		7290	10478	-3188
ELDR	7	55238436	17199	#73af42	EGFR long non-coding downstream RNA	180	0	0	0		7290	10478	-3188
MREG	2	215942584	91512	#73af42	melanoregulin	180	0	0	0		7290	10478	-3188
LOC102723831	6	151196673	31784	#73af42	uncharacterized LOC102723831	180	0	0	0		7290	10478	-3188
FAM216A	12	110468845	21540	#73af42	family with sequence similarity 216 member A	180	0	0	0		7290	10478	-3188
PLCL1	2	197804593	345270	#73af42	phospholipase C like 1 (inactive)	180	0	0	0		7290	10478	-3188
SYNE1-AS1	6	152380530	1182	#73af42	SYNE1 antisense RNA 1	180	0	0	0		7290	10478	-3188
C2orf50	2	11133128	18189	#73af42	chromosome 2 open reading frame 50	180	0	0	0		7290	10478	-3188
CCT8L2	22	16590751	2059	#73af42	chaperonin containing TCP1 subunit 8 like 2	180	0	0	0		7290	10478	-3188
KCNJ4	22	38426328	28871	#73af42	potassium inwardly rectifying channel subfamily J member 4	180	0	0	0		7290	10478	-3188
MIR1273C	6	154853360	76	#73af42	microRNA 1273c	180	0	0	0		7290	10478	-3188
FAM90A26	4	9173173	2994	#73af42	family with sequence similarity 90 member A26	180	0	0	0		7290	10478	-3188
LOC105378068	6	155514844	11174	#73af42	uncharacterized LOC105378068	180	0	0	0		7290	10478	-3188
SNORD28B	6	156378750	73	#73af42	small nucleolar RNA, C/D box 28B	180	0	0	0		7290	10478	-3188
ZIC1	3	147409365	7354	#73af42	Zic family member 1	180	0	0	0		7290	10478	-3188
MIR4466	6	156779678	53	#73af42	microRNA 4466	180	0	0	0		7290	10478	-3188
MIR3692	6	157529132	68	#73af42	microRNA 3692	180	0	0	0		7290	10478	-3188
SYNJ2-IT1	6	158001107	1276	#73af42	SYNJ2 intronic transcript 1	180	0	0	0		7290	10478	-3188
SLC7A14	3	170459549	126526	#73af42	solute carrier family 7 member 14	180	0	0	0		7290	10478	-3188
SLITRK6	13	85792791	6628	#73af42	SLIT and NTRK like family member 6	180	0	0	0		7290	10478	-3188
SNORA116	6	158322982	146	#73af42	small nucleolar RNA, H/ACA box 116	180	0	0	0		7290	10478	-3188
MIR7161	6	158609707	83	#73af42	microRNA 7161	180	0	0	0		7290	10478	-3188
SYTL3	6	158650014	114862	#73af42	synaptotagmin like 3	180	0	0	0		7290	10478	-3188
MIR3918	6	158764661	92	#73af42	microRNA 3918	180	0	0	0		7290	10478	-3188
DDX27	20	49219295	24782	#73af42	DEAD-box helicase 27	180	9	9	0		395	1543	-1148
OSTCP1	6	158841126	16506	#73af42	oligosaccharyltransferase complex subunit pseudogene 1	180	0	0	0		7290	10478	-3188
LOC101929122		159165899	4108	#73af42		180	0	0	0		-1	-1	-1
LINC02529	6	159383531	12910	#73af42	long intergenic non-protein coding RNA 2529	180	0	0	0		7290	10478	-3188
SOD2-OT1	6	159760259	2073	#73af42	SOD2 overlapping transcript 1	180	0	0	0		7290	10478	-3188
SNORA20	6	159780250	131	#73af42	small nucleolar RNA, H/ACA box 20	180	0	0	0		7290	10478	-3188
SNORA29	6	159785594	139	#73af42	small nucleolar RNA, H/ACA box 29	180	0	0	0		7290	10478	-3188
COL4A2-AS2	13	110456397	6890	#73af42	COL4A2 antisense RNA 2	180	0	0	0		7290	10478	-3188
FAM153B	5	176063709	51089	#73af42	family with sequence similarity 153 member B	180	0	0	0		7290	10478	-3188
AIRN	6	160003291	4373	#73af42	antisense of IGF2R non-protein coding RNA	180	0	0	0		7290	10478	-3188
LOC729603		160093082	3130	#73af42		180	0	0	0		-1	-1	-1
GALNT9	12	132196372	9656	#73af42	polypeptide N-acetylgalactosaminyltransferase 9	180	0	0	0		7290	10478	-3188
AGPAT4-IT1	6	161160132	1850	#73af42	AGPAT4 intronic transcript 1	180	0	0	0		7290	10478	-3188
LOC105378098	6	161470977	13068	#73af42	uncharacterized LOC105378098	180	0	0	0		7290	10478	-3188
SMIM13	6	11093834	44899	#73af42	small integral membrane protein 13	180	0	0	0		7290	10478	-3188
PACRG-AS2	6	163050756	3405	#73af42	PACRG antisense RNA 2	180	0	0	0		7290	10478	-3188
PACRG-AS3	6	163181645	10357	#73af42	PACRG antisense RNA 3	180	0	0	0		7290	10478	-3188
PACRG-AS1	6	163309985	14488	#73af42	PACRG antisense RNA 1	180	0	0	0		7290	10478	-3188
DKFZp451B082	6	163338342	8691	#73af42	uncharacterized LOC401282	180	0	0	0		7290	10478	-3188
CAHM	6	163413065	885	#73af42	colon adenocarcinoma hypermethylated	180	0	0	0		7290	10478	-3188
LOC102724152	6	163664366	7118	#73af42	uncharacterized LOC102724152	180	0	0	0		7290	10478	-3188
MEAT6	6	164793377	28686	#73af42	melanoma-associated transcript 6	180	0	0	0		7290	10478	-3188
LINC00602	6	165987551	2064	#73af42	long intergenic non-protein coding RNA 602	180	0	0	0		7290	10478	-3188
LOC729681	6	166097720	1917	#73af42	uncharacterized LOC729681	180	0	0	0		7290	10478	-3188
LOC101929297	6	16390	19975	#73af42	uncharacterized LOC101929297	180	0	0	0		7290	10478	-3188
LOC100289495	6	166342631	8838	#73af42	uncharacterized LOC100289495	180	0	0	0		7290	10478	-3188
RPS6KA2-IT1	6	166460663	4720	#73af42	RPS6KA2 intronic transcript 1	180	0	0	0		7290	10478	-3188
MIR1913	6	166509354	79	#73af42	microRNA 1913	180	0	0	0		7290	10478	-3188
RPS6KA2-AS1	6	166903698	1371	#73af42	RPS6KA2 antisense RNA 1	180	0	0	0		7290	10478	-3188
MIR3939	6	166997807	105	#73af42	microRNA 3939	180	0	0	0		7290	10478	-3188
LOC105378123	6	167165349	4631	#73af42	uncharacterized LOC105378123	180	0	0	0		7290	10478	-3188
LOC105378127	6	167459260	13530	#73af42	uncharacterized LOC105378127	180	0	0	0		7290	10478	-3188
LINC02538	6	167666841	12382	#73af42	long intergenic non-protein coding RNA 2538	180	0	0	0		7290	10478	-3188
LINC02487	6	167679626	4161	#73af42	long intergenic non-protein coding RNA 2487	180	0	0	0		7290	10478	-3188
LINC01558	6	167784539	12320	#73af42	long intergenic non-protein coding RNA 1558	180	0	0	0		7290	10478	-3188
LOC441179	6	167795529	2719	#73af42	uncharacterized LOC441179	180	0	0	0		7290	10478	-3188
AFDN-DT	6	167823890	2906	#73af42	AFDN divergent transcript	180	0	0	0		7290	10478	-3188
KIF25-AS1	6	167994187	2890	#73af42	KIF25 antisense RNA 1	180	0	0	0		7290	10478	-3188
TKTL2	4	163471095	2659	#73af42	transketolase like 2	180	0	0	0		7290	10478	-3188
FSCB	14	44504151	3132	#73af42	fibrous sheath CABYR binding protein	180	0	0	0		7290	10478	-3188
LOC105378137	6	168225281	1236	#73af42	uncharacterized LOC105378137	180	0	0	0		7290	10478	-3188
LOC101929420	6	168242938	19640	#73af42	uncharacterized LOC101929420	180	0	0	0		7290	10478	-3188
LOC105378146	6	168960285	4097	#73af42	uncharacterized LOC105378146	180	0	0	0		7290	10478	-3188
LOC101929460	6	169034171	1472	#73af42	uncharacterized LOC101929460	180	0	0	0		7290	10478	-3188
LOC102724357	6	169067786	1638	#73af42	uncharacterized LOC102724357	180	0	0	0		7290	10478	-3188
LINC01615	6	169158092	4897	#73af42	long intergenic non-protein coding RNA 1615	180	0	0	0		7290	10478	-3188
LINC02544	6	169175304	7436	#73af42	long intergenic non-protein coding RNA 2544	180	0	0	0		7290	10478	-3188
LOC101929523	6	169213212	26350	#73af42	uncharacterized LOC101929523	180	0	0	0		7290	10478	-3188
CT47A7	X	120953283	3317	#73af42	cancer/testis antigen family 47 member A7	180	0	0	0		7290	10478	-3188
ZNF680	7	64524656	38471	#73af42	zinc finger protein 680	180	0	0	0		7290	10478	-3188
LINC00574	6	65275	12800	#73af42	long intergenic non-protein coding RNA 574	180	0	0	0		7290	10478	-3188
LOC100131532	6	169962623	5055	#73af42	uncharacterized LOC100131532	180	0	0	0		7290	10478	-3188
LOC102724511	6	170160642	2385	#73af42	uncharacterized LOC102724511	180	0	0	0		7290	10478	-3188
LOC154449	6	170254334	8235	#73af42	uncharacterized LOC154449	180	0	0	0		7290	10478	-3188
LOC285804	6	170266669	10093	#73af42	uncharacterized LOC285804	180	0	0	0		7290	10478	-3188
LINC01624	6	1	6703	#73af42	long intergenic non-protein coding RNA 1624	180	0	0	0		7290	10478	-3188
MIR4644	6	57999	83	#73af42	microRNA 4644	180	0	0	0		7290	10478	-3188
KRTAP5-8	11	71538025	1184	#73af42	keratin associated protein 5-8	180	0	0	0		7290	10478	-3188
CARTPT	5	71719275	1770	#73af42	CART prepropeptide	180	0	0	0		7290	10478	-3188
CHRNE	17	4897771	5327	#73af42	cholinergic receptor nicotinic epsilon subunit	180	0	0	0		7290	10478	-3188
AADACL4	1	12644547	22539	#73af42	arylacetamide deacetylase like 4	180	0	0	0		7290	10478	-3188
H1-2	6	26055740	731	#73af42	H1.2 linker histone, cluster member	180	9	9	0		395	1543	-1148
PRSS33	16	2783953	2754	#73af42	serine protease 33	180	0	0	0		7290	10478	-3188
RAP1GAP2	17	2776758	260983	#73af42	RAP1 GTPase activating protein 2	180	0	0	0		7290	10478	-3188
SFTPB	2	85657314	10885	#73af42	surfactant protein B	180	0	0	0		7290	10478	-3188
EGFLAM	5	38445546	19934	#73af42	EGF like, fibronectin type III and laminin G domains	180	0	0	0		7290	10478	-3188
GCNA	X	71578024	35559	#73af42	germ cell nuclear acidic peptidase	180	0	0	0		7290	10478	-3188
TBL1Y	Y	6910686	180997	#73af42	transducin beta like 1 Y-linked	180	0	0	0		7290	10478	-3188
CARD16	11	105041326	4009	#73af42	caspase recruitment domain family member 16	180	0	0	0		7290	10478	-3188
ZNF772	19	57469586	7980	#73af42	zinc finger protein 772	180	0	0	0		7290	10478	-3188
LINC01672	1	6727527	2485	#73af42	long intergenic non-protein coding RNA 1672	180	0	0	0		7290	10478	-3188
HOXD11	2	176107280	2474	#73af42	homeobox D11	180	0	0	0		7290	10478	-3188
CABP2	11	67518912	4534	#73af42	calcium binding protein 2	180	0	0	0		7290	10478	-3188
