#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
MCL1	17	59605427	3508	#73af42	MCL1 apoptosis regulator, BCL2 family member	180	0	0	0		7	37	-30
CTSS	17	59739445	17003	#73af42	cathepsin S	180	0	0	0		7	37	-30
CTSK	17	59774900	7404	#73af42	cathepsin K	180	0	0	0		7	37	-30
CDC42SE1	17	59985803	5375	#73af42	CDC42 small effector 1	180	0	0	0		7	37	-30
PIP5K1A	17	60102170	38515	#73af42	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	180	0	0	0		7	37	-30
PSMD4	17	60151041	7366	#73af42	proteasome 26S subunit ubiquitin receptor, non-ATPase 4	180	0	0	0		7	37	-30
CGN	17	60403124	19592	#73af42	cingulin	180	0	0	0		7	37	-30
RIIAD1	17	60596031	7106	#73af42	regulatory subunit of type II PKA R-subunit domain containing 1	180	0	0	0		7	37	-30
OAZ3	17	60632865	3413	#73af42	ornithine decarboxylase antizyme 3	180	0	0	0		7	37	-30
SMCP	17	61570495	4470	#73af42	sperm mitochondria associated cysteine rich protein	180	0	0	0		7	37	-30
MIR8844	17	61681440	136	#73af42	microRNA mir-8844	180	0	0	0		7	37	-30
ADORA3	17	63801857	3262	#73af42	adenosine A3 receptor	180	0	0	0		7	37	-30
MIR8880	13	63974793	132	#73af42	microRNA mir-8880	180	0	0	0		7	37	-30
SEC61G	18	5605260	6483	#73af42	SEC61 translocon subunit gamma	180	0	0	0		7	37	-30
DLD	18	12791797	31281	#73af42	dihydrolipoamide dehydrogenase	180	0	0	0		7	37	-30
CD36	18	20418233	29440	#73af42	CD36 molecule	180	0	0	0		7	37	-30
HGF	18	21417965	77342	#73af42	hepatocyte growth factor	180	0	0	0		7	37	-30
HRAS	18	25736932	1873	#73af42	HRas proto-oncogene, GTPase	180	0	0	0		7	37	-30
MIR210	18	25768200	97	#73af42	microRNA mir-210	180	0	0	0		7	37	-30
LOC610760		25889307	7506	#73af42		180	0	0	0		-1	-1	-1
MIR129-2	18	26285345	62	#73af42	microRNA mir-129-2	180	0	0	0		7	37	-30
SLC1A2	18	32737141	142982	#73af42	solute carrier family 1 member 2	180	0	0	0		7	37	-30
CD44	18	32909118	88361	#73af42	CD44 molecule	180	0	0	0		7	37	-30
MIR1343	18	33160972	110	#73af42	microRNA mir-1343	180	0	0	0		7	37	-30
CAT	18	33553399	39683	#73af42	catalase	180	0	0	0		7	37	-30
CAPRIN1	18	33865625	38324	#73af42	cell cycle associated protein 1	180	0	0	0		7	37	-30
PAX6	18	35828719	21234	#73af42	paired box 6	180	0	0	0		7	37	-30
SELENOH	18	38743813	1607	#73af42	selenoprotein H	180	0	0	0		7	37	-30
ZDHHC5	18	38762693	20159	#73af42	zinc finger DHHC-type palmitoyltransferase 5	180	0	0	0		7	37	-30
MIR130A	18	38808515	61	#73af42	microRNA mir-130a	180	0	0	0		7	37	-30
OR10AG65	18	40214364	965	#73af42	olfactory receptor family 10 subfamily AG member 65	180	0	0	0		7	37	-30
OR5I1	18	40265383	934	#73af42	olfactory receptor family 5 subfamily I member 1	180	0	0	0		7	37	-30
OR5L1C	18	40399042	935	#73af42	olfactory receptor family 5 subfamily L member 1C	180	0	0	0		7	37	-30
DLA-79	18	41261712	3162	#73af42	MHC class Ib	180	0	0	0		7	37	-30
OR4S7	18	41714469	1016	#73af42	olfactory receptor family 4 subfamily S member 7	180	0	0	0		7	37	-30
MYBPC3	18	42412622	16425	#73af42	myosin binding protein C3	180	0	0	0		7	37	-30
ARHGAP1	18	42958392	13193	#73af42	Rho GTPase activating protein 1	180	0	0	0		7	37	-30
SLC35C1	18	43745326	4675	#73af42	solute carrier family 35 member C1	180	0	0	0		7	37	-30
MIR8861	18	43809117	108	#73af42	microRNA mir-8861	180	0	0	0		7	37	-30
CTSD	18	46139444	9016	#73af42	cathepsin D	180	0	0	0		7	37	-30
H19	18	46333222	2701	#73af42	H19, imprinted maternally expressed transcript (non-protein coding)	180	0	0	0		7	37	-30
IGF2	18	46425198	15018	#73af42	insulin like growth factor 2	180	0	0	0		7	37	-30
MIR483	18	46426629	68	#73af42	microRNA mir-483	180	0	0	0		7	37	-30
INS	18	46452280	876	#73af42	insulin	180	0	0	0		7	37	-30
TH	18	46455359	7538	#73af42	tyrosine hydroxylase	180	0	0	0		7	37	-30
MIR8859A	18	46815923	118	#73af42	microRNA mir-8859a	180	0	0	0		7	37	-30
MIR8859B	18	46816084	138	#73af42	microRNA mir-8859b	180	0	0	0		7	37	-30
MRGPRG	18	47258253	3713	#73af42	MAS related GPR family member G	180	0	0	0		7	37	-30
MIR8860	18	47292038	134	#73af42	microRNA mir-8860	180	0	0	0		7	37	-30
CCND1	18	48625670	9563	#73af42	cyclin D1	180	0	0	0		7	37	-30
MRGPRF	18	49127505	8184	#73af42	MAS related GPR family member F	180	0	0	0		7	37	-30
CPT1A	18	49269286	56727	#73af42	carnitine palmitoyltransferase 1A	180	0	0	0		7	37	-30
GAL	18	49376255	5804	#73af42	galanin and GMAP prepropeptide	180	0	0	0		7	37	-30
NDUFS8	18	49931355	4244	#73af42	NADH:ubiquinone oxidoreductase core subunit S8	180	0	0	0		7	37	-30
PPP1CA	18	50197606	2814	#73af42	protein phosphatase 1 catalytic subunit alpha	180	0	0	0		7	37	-30
CCS	18	50880987	11113	#73af42	copper chaperone for superoxide dismutase	180	0	0	0		7	37	-30
MIR8858	18	51844405	138	#73af42	microRNA mir-8858	180	0	0	0		7	37	-30
MIR192	18	52417276	64	#73af42	microRNA mir-192	180	0	0	0		7	37	-30
MEN1	18	52483508	4997	#73af42	menin 1	180	0	0	0		7	37	-30
SLC22A12	18	52678526	7168	#73af42	solute carrier family 22 member 12	180	0	0	0		7	37	-30
ESRRA	18	52893602	5206	#73af42	estrogen related receptor alpha	180	0	0	0		7	37	-30
BAD	18	52929992	9474	#73af42	BCL2 associated agonist of cell death	180	0	0	0		7	37	-30
OTUB1	18	53181634	7263	#73af42	OTU deubiquitinase, ubiquitin aldehyde binding 1	180	0	0	0		7	37	-30
COX8A	18	53196302	1626	#73af42	cytochrome c oxidase subunit VIIIA (ubiquitous)	180	0	0	0		7	37	-30
RTN3	18	53387735	57526	#73af42	reticulon 3	180	0	0	0		7	37	-30
LGALS12	18	53586266	8302	#73af42	galectin 12	180	0	0	0		7	37	-30
SLC3A2	18	53959818	8523	#73af42	solute carrier family 3 member 2	180	0	0	0		7	37	-30
FTH1	18	32593863	820	#73af42	ferritin heavy chain 1	180	0	0	0		7	37	-30
BEST1	18	54584036	11108	#73af42	bestrophin 1	180	0	0	0		7	37	-30
PGA	18	55237141	8646	#73af42	pepsinogen 5, group I (pepsinogen A)	180	0	0	0		7	37	-30
PTGDR2	18	55534988	1202	#73af42	prostaglandin D2 receptor 2	180	0	0	0		7	37	-30
IL15	19	1341699	24572	#73af42	interleukin 15	180	0	0	0		7	37	-30
UCP1	19	2283269	8277	#73af42	uncoupling protein 1	180	0	0	0		7	37	-30
CLGN	19	2415940	31258	#73af42	calmegin	180	0	0	0		7	37	-30
SLC7A11	19	4293544	68405	#73af42	solute carrier family 7 member 11	180	0	0	0		7	37	-30
MIR8857	19	13701402	130	#73af42	microRNA mir-8857	180	0	0	0		7	37	-30
IL21	19	17712780	9442	#73af42	interleukin 21	180	0	0	0		7	37	-30
IL2	19	17821680	5604	#73af42	interleukin 2	180	0	0	0		7	37	-30
SMIM43	19	18437406	6553	#73af42	small integral membrane protein 43	180	0	0	0		7	37	-30
ANXA5	19	18489737	29653	#73af42	annexin A5	180	0	0	0		7	37	-30
PROC	19	23203859	9935	#73af42	protein C, inactivator of coagulation factors Va and VIIIa	180	0	0	0		7	37	-30
CRYZ	6	71743227	19629	#73af42	crystallin zeta	180	0	0	0		7	37	-30
GYPC	19	23976284	42123	#73af42	glycophorin C (Gerbich blood group)	180	0	0	0		7	37	-30
CNTNAP5	19	25649632	788244	#73af42	contactin associated protein family member 5	180	0	0	0		7	37	-30
TMEM185B	19	29954584	1789	#73af42	transmembrane protein 185B	180	0	0	0		7	37	-30
EPB41L5	19	30047561	77189	#73af42	erythrocyte membrane protein band 4.1 like 5	180	0	0	0		7	37	-30
DBI	19	30711432	5251	#73af42	diazepam binding inhibitor, acyl-CoA binding protein	180	0	0	0		7	37	-30
MIR128-1	19	38524004	55	#73af42	microRNA mir-128-1	180	0	0	0		7	37	-30
CXCR4	19	38960105	3088	#73af42	C-X-C motif chemokine receptor 4	180	0	0	0		7	37	-30
CREM	2	1809553	50307	#73af42	cAMP responsive element modulator	180	0	0	0		7	37	-30
GAD2	2	4932241	85143	#73af42	glutamate decarboxylase 2	180	0	0	0		7	37	-30
BMI1	2	8381805	10228	#73af42	BMI1 proto-oncogene, polycomb ring finger	180	0	0	0		7	37	-30
COMMD3	2	8393400	3870	#73af42	COMM domain containing 3	180	0	0	0		7	37	-30
HACD1	2	16855006	20374	#73af42	3-hydroxyacyl-CoA dehydratase 1	180	0	0	0		7	37	-30
ST8SIA6	2	16976396	133795	#73af42	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	180	0	0	0		7	37	-30
VIM	2	17165331	8049	#73af42	vimentin	180	0	0	0		7	37	-30
CUBN	2	17278052	263702	#73af42	cubilin	180	0	0	0		7	37	-30
IL2RA	2	27372288	50498	#73af42	interleukin 2 receptor subunit alpha	180	0	0	0		7	37	-30
GDI2	2	27617910	27910	#73af42	GDP dissociation inhibitor 2	180	0	0	0		7	37	-30
AKR1C3	2	28135405	24771	#73af42	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	180	0	0	0		7	37	-30
SLC23A1	2	32205366	8186	#73af42	solute carrier family 23 member 1	180	0	0	0		7	37	-30
PFDN1	2	55240647	707	#73af42	prefoldin subunit 1	180	0	0	0		7	37	-30
ANKHD1	2	33125806	118946	#73af42	ankyrin repeat and KH domain containing 1	180	0	0	0		7	37	-30
EIF4EBP3	2	33250315	1937	#73af42	eukaryotic translation initiation factor 4E binding protein 3	180	0	0	0		7	37	-30
NR3C1	2	35654977	110245	#73af42	nuclear receptor subfamily 3 group C member 1	180	0	0	0		7	37	-30
SPINK5	2	39815140	80131	#73af42	serine peptidase inhibitor Kazal type 5	180	0	0	0		7	37	-30
GPX8	2	40060417	4973	#73af42	glutathione peroxidase 8 (putative)	180	0	0	0		7	37	-30
MIR449A	2	40070025	90	#73af42	microRNA mir-449a	180	0	0	0		7	37	-30
MIR449B	2	40070125	128	#73af42	microRNA mir-449b	180	0	0	0		7	37	-30
IL6ST	2	40758131	46184	#73af42	interleukin 6 cytokine family signal transducer	180	0	0	0		7	37	-30
MIR582	2	44044538	79	#73af42	microRNA mir-582	180	0	0	0		7	37	-30
HTR1A	2	47550689	1271	#73af42	5-hydroxytryptamine receptor 1A	180	0	0	0		7	37	-30
AK6	2	51960190	16219	#73af42	adenylate kinase 6	180	0	0	0		7	37	-30
TAF9	2	47834795	1064	#73af42	TATA-box binding protein associated factor 9	180	0	0	0		7	37	-30
OCLN	2	52076201	45287	#73af42	occludin	180	0	0	0		7	37	-30
SMN	2	52172181	40731	#73af42	survival motor neuron	180	0	0	0		7	37	-30
BTF3	2	53920585	8037	#73af42	basic transcription factor 3	180	0	0	0		7	37	-30
MIR8813-2	2	55005169	144	#73af42	microRNA mir-8813-2	180	0	0	0		7	37	-30
CNGB1	2	55944477	64799	#73af42	cyclic nucleotide gated channel subunit beta 1	180	0	0	0		7	37	-30
CCL17	2	56371394	2512	#73af42	C-C motif chemokine ligand 17	180	0	0	0		7	37	-30
CX3CL1	2	56392704	9301	#73af42	C-X3-C motif chemokine ligand 1	180	0	0	0		7	37	-30
MIR138B	2	56824332	68	#73af42	microRNA mir-138b	180	0	0	0		7	37	-30
MT1E	2	56977909	1657	#73af42	metallothionein 1E	180	0	0	0		7	37	-30
MT2A	2	56983370	899	#73af42	metallothionein 1H	180	0	0	0		7	37	-30
MT4	2	57016133	2588	#73af42	metallothionein 4	180	0	0	0		7	37	-30
CES5A	2	57608425	29184	#73af42	carboxylesterase 5A	180	0	0	0		7	37	-30
CES1	2	57648966	29223	#73af42	carboxylesterase 1	180	0	0	0		7	37	-30
SLC6A2	2	57691521	43240	#73af42	solute carrier family 6 member 2	180	0	0	0		7	37	-30
NOD2	2	62006042	30286	#73af42	nucleotide binding oligomerization domain containing 2	180	0	0	0		7	37	-30
AZIN2	2	65665607	34669	#73af42	antizyme inhibitor 2	180	0	0	0		7	37	-30
EPB41	2	68864384	108676	#73af42	erythrocyte membrane protein band 4.1	180	0	0	0		7	37	-30
TAF12	2	69252893	32944	#73af42	TATA-box binding protein associated factor 12	180	0	0	0		7	37	-30
RCC1	2	69335321	16189	#73af42	regulator of chromosome condensation 1	180	0	0	0		7	37	-30
SNHG3	2	69360376	2742	#73af42	small nucleolar RNA host gene 3 (non-protein coding)	180	0	0	0		7	37	-30
PTAFR	2	69612919	30986	#73af42	platelet activating factor receptor	180	0	0	0		7	37	-30
HMGN2	2	70967003	3742	#73af42	high mobility group nucleosomal binding domain 2	180	0	0	0		7	37	-30
CD52	2	71087368	1619	#73af42	CD52 molecule	180	0	0	0		7	37	-30
MACO1	2	71782199	60337	#73af42	macoilin 1	180	0	0	0		7	37	-30
RHCE	2	71851326	36326	#73af42	Rh blood group CcEe antigens	180	0	0	0		7	37	-30
CNR2	2	73040679	1127	#73af42	cannabinoid receptor 2	180	0	0	0		7	37	-30
FUCA1	2	73047152	11617	#73af42	alpha-L-fucosidase 1	180	0	0	0		7	37	-30
RPL11	2	73162911	4403	#73af42	ribosomal protein L11	180	0	0	0		7	37	-30
ID3	2	73262350	1128	#73af42	inhibitor of DNA binding 3, HLH protein	180	0	0	0		7	37	-30
MIR8897	2	73431099	144	#73af42	microRNA mir-8897	180	0	0	0		7	37	-30
HTR1D	2	73578897	1659	#73af42	5-hydroxytryptamine receptor 1D	180	0	0	0		7	37	-30
CDC42	2	4457075	575	#73af42	cell division cycle 42	180	0	0	0		7	37	-30
ALPL	2	74947431	15253	#73af42	alkaline phosphatase, biomineralization associated	180	0	0	0		7	37	-30
DDOST	2	75654130	7248	#73af42	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	180	0	0	0		7	37	-30
TAS1R2	2	77102522	18844	#73af42	taste 1 receptor member 2	180	0	0	0		7	37	-30
PADI6	2	78289857	18669	#73af42	peptidyl arginine deiminase 6	180	0	0	0		7	37	-30
SDHB	2	78557290	32322	#73af42	succinate dehydrogenase complex iron sulfur subunit B	180	0	0	0		7	37	-30
CASP9	2	79435738	19599	#73af42	caspase 9	180	0	0	0		7	37	-30
PDPN	2	80955116	28629	#73af42	podoplanin	180	0	0	0		7	37	-30
MIR8896	2	17670651	110	#73af42	microRNA mir-8896	180	0	0	0		7	37	-30
MIIP	2	81679657	5567	#73af42	migration and invasion inhibitory protein	180	0	0	0		7	37	-30
MFN2	2	81694915	23515	#73af42	mitofusin 2	180	0	0	0		7	37	-30
PLOD1	2	81730741	22912	#73af42	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	180	0	0	0		7	37	-30
NPPA	2	81819847	1798	#73af42	natriuretic peptide A	180	0	0	0		7	37	-30
MIR8894	2	81885033	134	#73af42	microRNA mir-8894	180	0	0	0		7	37	-30
CENPS	2	82862365	9089	#73af42	centromere protein S	180	0	0	0		7	37	-30
TXNRD3	20	522067	61488	#73af42	thioredoxin reductase 3	180	0	0	0		7	37	-30
RAB7A	20	2496061	19821	#73af42	RAB7A, member RAS oncogene family	180	0	0	0		7	37	-30
CNBP	20	2657164	12673	#73af42	CCHC-type zinc finger nucleic acid binding protein	180	0	0	0		7	37	-30
ISY1	20	2686460	26147	#73af42	ISY1 splicing factor homolog	180	0	0	0		7	37	-30
SLC6A6	20	4284929	71828	#73af42	solute carrier family 6 member 6	180	0	0	0		7	37	-30
PPIAP4	20	4965388	727	#73af42	peptidylprolyl isomerase (cyclophilin A) pseudogene 4	180	0	0	0		7	37	-30
RPL26	5	33222400	6125	#73af42	ribosomal protein L26	180	0	0	0		7	37	-30
RHO	20	5377793	5254	#73af42	rhodopsin	180	0	0	0		7	37	-30
RPL32	20	5496066	5796	#73af42	ribosomal protein L32	180	0	0	0		7	37	-30
PPARG	20	5878834	73357	#73af42	peroxisome proliferator activated receptor gamma	180	0	0	0		7	37	-30
TIMP4	20	6146856	5568	#73af42	TIMP metallopeptidase inhibitor 4	180	0	0	0		7	37	-30
TAMM41	20	6400911	49761	#73af42	TAM41 mitochondrial translocator assembly and maintenance homolog	180	0	0	0		7	37	-30
MIR885	20	7720406	73	#73af42	microRNA mir-885	180	0	0	0		7	37	-30
GHRL	20	7844540	4553	#73af42	ghrelin and obestatin prepropeptide	180	0	0	0		7	37	-30
VHL	20	7958176	4668	#73af42	von Hippel-Lindau tumor suppressor	180	0	0	0		7	37	-30
THUMPD3	20	8530805	22770	#73af42	THUMP domain containing 3	180	0	0	0		7	37	-30
OXTR	20	9110306	19695	#73af42	oxytocin receptor	180	0	0	0		7	37	-30
CAV3	20	9136869	13155	#73af42	caveolin 3	180	0	0	0		7	37	-30
SETMAR	20	12956313	9778	#73af42	SET domain without mariner transposase fusion	180	0	0	0		7	37	-30
MITF	20	21572611	31104	#73af42	melanocyte inducing transcription factor	180	0	0	0		7	37	-30
EOGT	20	22445490	30549	#73af42	EGF domain specific O-linked N-acetylglucosamine transferase	180	0	0	0		7	37	-30
FHIT	20	30060502	778632	#73af42	fragile histidine triad diadenosine triphosphatase	180	0	0	0		7	37	-30
WNT5A	20	34490948	10972	#73af42	Wnt family member 5A	180	0	0	0		7	37	-30
SELENOK	20	35825109	6691	#73af42	selenoprotein K	180	0	0	0		7	37	-30
PRKCD	20	36438983	13436	#73af42	protein kinase C delta	180	0	0	0		7	37	-30
MIR135A-1	20	37175890	86	#73af42	microRNA mir-135a-1	180	0	0	0		7	37	-30
MIRLET7G	20	37215139	78	#73af42	microRNA let-7g	180	0	0	0		7	37	-30
TLR9	20	37256577	4776	#73af42	toll like receptor 9	180	0	0	0		7	37	-30
MIR8800	20	37677068	124	#73af42	microRNA mir-8800	180	0	0	0		7	37	-30
MIR8799A	20	38249210	92	#73af42	microRNA mir-8799a	180	0	0	0		7	37	-30
GNAI2	20	38798956	19603	#73af42	G protein subunit alpha i2	180	0	0	0		7	37	-30
GNAT1	20	38852095	5032	#73af42	G protein subunit alpha transducin 1	180	0	0	0		7	37	-30
DAG1	20	39432636	70203	#73af42	dystroglycan 1	180	0	0	0		7	37	-30
NICN1	20	39534469	3662	#73af42	nicolin 1	180	0	0	0		7	37	-30
AMT	20	39539587	4712	#73af42	aminomethyltransferase	180	0	0	0		7	37	-30
RHOA	20	39548346	62674	#73af42	ras homolog family member A	180	0	0	0		7	37	-30
GPX1	20	39612973	1088	#73af42	glutathione peroxidase 1	180	0	0	0		7	37	-30
MIR191	20	39867916	63	#73af42	microRNA mir-191	180	0	0	0		7	37	-30
MIR425	20	39868394	62	#73af42	microRNA mir-425	180	0	0	0		7	37	-30
COL7A1	20	40242306	30500	#73af42	collagen type VII alpha 1 chain	180	0	0	0		7	37	-30
CAMP	20	40517066	1958	#73af42	cathelicidin antimicrobial peptide	180	0	0	0		7	37	-30
CDC25A	20	40549928	23691	#73af42	cell division cycle 25A	180	0	0	0		7	37	-30
PTH1R	20	41629493	19469	#73af42	parathyroid hormone 1 receptor	180	0	0	0		7	37	-30
LTF	20	41955622	31319	#73af42	lactotransferrin	180	0	0	0		7	37	-30
CCR5	20	42018434	2959	#73af42	C-C motif chemokine receptor 5	180	0	0	0		7	37	-30
CCR3	20	42106665	1079	#73af42	C-C motif chemokine receptor 3	180	0	0	0		7	37	-30
CCR1	20	42144885	4570	#73af42	chemokine (C-C motif) receptor 1	180	0	0	0		7	37	-30
CCR9	20	42330862	9828	#73af42	C-C motif chemokine receptor 9	180	0	0	0		7	37	-30
MIR8801	20	43327068	114	#73af42	microRNA mir-8801	180	0	0	0		7	37	-30
MEF2B	20	43738849	3784	#73af42	myocyte enhancer factor 2B	180	0	0	0		7	37	-30
MIR8803	20	44055707	136	#73af42	microRNA mir-8803	180	0	0	0		7	37	-30
UBA52	20	44200687	2820	#73af42	ubiquitin A-52 residue ribosomal protein fusion product 1	180	0	0	0		7	37	-30
LSM4	20	44430435	13028	#73af42	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	180	0	0	0		7	37	-30
INSL3	20	44792679	1314	#73af42	insulin like 3	180	0	0	0		7	37	-30
MIR8864-3	Un	9299	112	#73af42	microRNA mir-8864-3	180	0	0	0		7	37	-30
FAM32A	20	46016225	4860	#73af42	family with sequence similarity 32 member A	180	0	0	0		7	37	-30
RAB8A	20	46057667	17302	#73af42	RAB8A, member RAS oncogene family	180	0	0	0		7	37	-30
AKAP8	20	46522426	16469	#73af42	A-kinase anchoring protein 8	180	0	0	0		7	37	-30
SLC1A6	20	46820281	45534	#73af42	solute carrier family 1 member 6	180	0	0	0		7	37	-30
OR7A74	20	47223430	928	#73af42	olfactory receptor family 7 subfamily A member 74	180	0	0	0		7	37	-30
ADGRE2	20	47659307	38521	#73af42	adhesion G protein-coupled receptor E2	180	0	0	0		7	37	-30
ADGRE3	20	47752684	39193	#73af42	adhesion G protein-coupled receptor E3	180	0	0	0		7	37	-30
ADGRE5	20	47935294	14656	#73af42	adhesion G protein-coupled receptor E5	180	0	0	0		7	37	-30
PRKACA	20	48138029	16199	#73af42	protein kinase cAMP-activated catalytic subunit alpha	180	0	0	0		7	37	-30
MIR1199	20	48169835	118	#73af42	microRNA mir-1199	180	0	0	0		7	37	-30
MIR181D	20	48321894	63	#73af42	microRNA mir-181d	180	0	0	0		7	37	-30
MIR181C	20	48322079	60	#73af42	microRNA mir-181c	180	0	0	0		7	37	-30
MIR23A	20	48348926	51	#73af42	microRNA mir-23a	180	0	0	0		7	37	-30
MIR27A	20	48349144	59	#73af42	microRNA mir-27a	180	0	0	0		7	37	-30
MIR24-2	20	48349272	61	#73af42	microRNA mir-24-2	180	0	0	0		7	37	-30
RTBDN	20	49064229	3058	#73af42	retbindin	180	0	0	0		7	37	-30
RPSA	23	9168769	6108	#73af42	ribosomal protein SA	180	0	0	0		7	37	-30
ACP5	20	49542471	2407	#73af42	acid phosphatase 5, tartrate resistant	180	0	0	0		7	37	-30
EPOR	20	49674383	5084	#73af42	erythropoietin receptor	180	0	0	0		7	37	-30
MIR199-1	20	50141356	60	#73af42	microRNA mir-199-1	180	0	0	0		7	37	-30
ICAM1	20	50546484	8979	#73af42	intercellular adhesion molecule 1	180	0	0	0		7	37	-30
P2RY11	20	50675489	2598	#73af42	purinergic receptor P2Y11	180	0	0	0		7	37	-30
PPAN	20	50678589	3926	#73af42	peter pan homolog	180	0	0	0		7	37	-30
STXBP2	20	52146293	8322	#73af42	syntaxin binding protein 2	180	0	0	0		7	37	-30
CD209	20	52250315	2848	#73af42	CD209 molecule	180	0	0	0		7	37	-30
CTXN1	20	52344758	846	#73af42	cortexin 1	180	0	0	0		7	37	-30
CCL25	20	52450071	2723	#73af42	C-C motif chemokine ligand 25	180	0	0	0		7	37	-30
ADAMTS10	20	52820751	15600	#73af42	ADAM metallopeptidase with thrombospondin type 1 motif 10	180	0	0	0		7	37	-30
EMR4	20	53063265	35192	#73af42	EGF-like module containing, mucin-like, hormone receptor-like sequence 4	180	0	0	0		7	37	-30
ADGRE1	20	53126876	60545	#73af42	adhesion G protein-coupled receptor E1	180	0	0	0		7	37	-30
TNFSF14	20	53325114	3280	#73af42	TNF superfamily member 14	180	0	0	0		7	37	-30
CAPS	20	53893876	1606	#73af42	calcyphosine	180	0	0	0		7	37	-30
FUT5	20	53943460	1052	#73af42	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)	180	0	0	0		7	37	-30
MIR7-3	20	54708934	87	#73af42	microRNA mir-7-3	180	0	0	0		7	37	-30
MIR8804	20	54815714	112	#73af42	microRNA mir-8804	180	0	0	0		7	37	-30
MAP2K2	20	55182905	21606	#73af42	mitogen-activated protein kinase kinase 2	180	0	0	0		7	37	-30
MIR8802	20	55329270	139	#73af42	microRNA mir-8802	180	0	0	0		7	37	-30
TJP3	20	55436635	26106	#73af42	tight junction protein 3	180	0	0	0		7	37	-30
NCLN	20	55802155	16655	#73af42	nicalin	180	0	0	0		7	37	-30
GNA11	20	55861412	19544	#73af42	G protein subunit alpha 11	180	0	0	0		7	37	-30
SGTA	20	56228236	7461	#73af42	small glutamine rich tetratricopeptide repeat co-chaperone alpha	180	0	0	0		7	37	-30
LSM7	20	56515964	4637	#73af42	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	180	0	0	0		7	37	-30
OAZ1	20	56554504	2650	#73af42	ornithine decarboxylase antizyme 1	180	0	0	0		7	37	-30
AMH	20	56570917	2790	#73af42	anti-Mullerian hormone	180	0	0	0		7	37	-30
MIR8805	20	57134601	143	#73af42	microRNA mir-8805	180	0	0	0		7	37	-30
KISS1R	20	57553142	2893	#73af42	KISS1 receptor	180	0	0	0		7	37	-30
ELANE	20	57586105	1906	#73af42	elastase, neutrophil expressed	180	0	0	0		7	37	-30
MADCAM1	20	57775339	3777	#73af42	mucosal vascular addressin cell adhesion molecule 1	180	0	0	0		7	37	-30
PGR	21	392996	104932	#73af42	progesterone receptor	180	0	0	0		7	37	-30
MIR8812	21	6252115	126	#73af42	microRNA mir-8812	180	0	0	0		7	37	-30
GPR83	21	6497570	10468	#73af42	G protein-coupled receptor 83	180	0	0	0		7	37	-30
FOLH1		10371141	64580	#73af42		180	0	0	0		-1	-1	-1
TYR	21	10768466	94496	#73af42	tyrosinase	180	0	0	0		7	37	-30
CTSC	21	11627285	35697	#73af42	cathepsin C	180	0	0	0		7	37	-30
MIR708	21	19524078	68	#73af42	microRNA mir-708	180	0	0	0		7	37	-30
MIR1838	21	20571421	57	#73af42	microRNA mir-1838	180	0	0	0		7	37	-30
CLNS1A	21	21111754	23657	#73af42	chloride nucleotide-sensitive channel 1A	180	0	0	0		7	37	-30
SERPINH1	21	23034077	8859	#73af42	serpin family H member 1	180	0	0	0		7	37	-30
RPS3	21	23181778	6518	#73af42	ribosomal protein S3	180	0	0	0		7	37	-30
MIR326	21	23241804	90	#73af42	microRNA mir-326	180	0	0	0		7	37	-30
SPCS2	21	23485903	24881	#73af42	signal peptidase complex subunit 2	180	0	0	0		7	37	-30
UCP3	21	24284466	5938	#73af42	uncoupling protein 3	180	0	0	0		7	37	-30
UCP2	21	24310265	2731	#73af42	uncoupling protein 2	180	0	0	0		7	37	-30
MIR139	21	25598365	56	#73af42	microRNA mir-139	180	0	0	0		7	37	-30
LRTOMT	21	25987792	12633	#73af42	leucine rich transmembrane and O-methyltransferase domain containing	180	0	0	0		7	37	-30
IL18BP	21	26076910	1911	#73af42	interleukin 18 binding protein	180	0	0	0		7	37	-30
XNDC1	21	26163819	20456	#73af42	Xrcc1 N-terminal domain containing 1	180	0	0	0		7	37	-30
TRPC2	21	26184856	18238	#73af42	short transient receptor potential channel 2	180	0	0	0		7	37	-30
OR55B1	21	26634879	1031	#73af42	olfactory receptor family 55 subfamily B member 1	180	0	0	0		7	37	-30
OR51T1	21	27357626	983	#73af42	olfactory receptor family 51 subfamily T member 1	180	0	0	0		7	37	-30
OR51P1	21	27497516	941	#73af42	olfactory receptor family 51 subfamily P member 1	180	0	0	0		7	37	-30
OR52J8	21	27699448	935	#73af42	olfactory receptor family 52 subfamily J member 8	180	0	0	0		7	37	-30
COR52A16		28062685	950	#73af42		180	0	0	0		-1	-1	-1
LOC480784	21	28248394	1460	#73af42	hemoglobin subunit beta-like	180	0	0	0		7	37	-30
